tbl,quart,origincity,destcity,origin,destination,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs
Table 6,20074,12200,29540,"Boston, Massachusetts, USA","Ft. Myers, Florida, USA",1249,1059.456522,172.3607838,B6,69.06740536,174.1307917,FL,12.72186314,140.205621,1300
Table 6,20074,12200,29810,"Boston, Massachusetts, USA","Valparaiso, Florida, USA",1204,45.10869565,223.1243855,DL,57.34939759,246.3381933,NW,24.57831325,191.6505882,1301
Table 6,20074,12200,29830,"Boston, Massachusetts, USA","Ft. Wayne, Indiana, USA",739,30.54347826,260.3725623,DL,29.18149466,294.3693902,UA,13.52313167,226.7589474,1302
Table 6,20074,12200,30270,"Boston, Massachusetts, USA","Fresno, California, USA",2593,27.2826087,349.9877291,UA,37.05179283,342.2502151,US,29.08366534,338.0145206,1303
Table 6,20074,12200,30650,"Boston, Massachusetts, USA","Gainesville, Florida, USA",1076,22.39130435,236.6548058,US,63.10679612,240.262,DL,33.49514563,220.2013044,1304
Table 6,20074,12200,33290,"Boston, Massachusetts, USA","Grand Rapids, Michigan, USA",740,104.673913,187.9781205,NW,53.16718588,187.6958594,CO,14.33021807,168.8488406,1305
Table 6,20074,12200,33410,"Boston, Massachusetts, USA","Green Bay, Wisconsin, USA",872,30.54347826,206.6118861,NW,48.39857651,199.6091912,AA,15.3024911,189.7051163,1306
Table 6,20074,12200,33460,"Boston, Massachusetts, USA","Greensboro/High Point, Nc, USA",645,121.3043478,211.7394893,DL,63.97849462,211.0080672,DL,63.97849462,211.0080672,1307
Table 6,20074,12200,33530,"Boston, Massachusetts, USA","Greenville/Spartanburg, Sc, USA",794,67.06521739,241.8827715,US,57.21231767,246.15983,DL,23.17666126,235.9107692,1308
Table 6,20074,12200,34290,"Boston, Massachusetts, USA","Gulfport/Biloxi, Mississippi, USA",1297,33.58695652,182.3518123,DL,41.74757282,217.1273643,FL,36.24595469,127.7515179,1309
Table 6,20074,12200,35420,"Boston, Massachusetts, USA","Harrisburg, Pennsylvania, USA",335,32.17391304,275.1493919,US,93.24324324,272.406413,US,93.24324324,272.406413,1310
Table 6,20074,12200,36420,"Boston, Massachusetts, USA","Hilton Head Island, Sc, USA",878,25.86956522,221.6232773,US,71.00840336,228.9388166,DL,26.05042017,191.8425807,1311
